fecha_observacion,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,saldo_actual,clasificacion_sbs,Garantia,y_score_modelo,SeriousDlqin2yrs
2025-07-01,0.017705881,55,0,0.006959548,2298.0,3,0,0,0,0.0,906.63,Normal,0.0,0.012573086562061115,0
2025-07-01,0.196079732,64,3,0.441288063,10278.0,19,0,2,0,0.0,18608.86,CPP,16831.41,0.08594723215759782,0
2025-07-01,0.100491626,43,0,0.270096463,3109.0,8,0,1,0,1.0,11839.4,Normal,10583.48,0.014653688022147856,0
2025-07-01,0.015142524,46,0,0.221832163,5981.0,7,0,1,0,1.0,33425.32,Normal,30929.56,0.011840380187150282,0
2025-07-01,0.009462492,51,0,0.07465501,11666.0,7,0,0,0,3.0,38516.62,Normal,0.0,0.012575902822037488,0
2025-07-01,0.02085796,67,0,0.207369323,3500.0,13,0,1,0,1.0,9381.85,Normal,8566.43,0.010698846858126894,0
2025-07-01,0.9999999,47,0,0.096410978,5683.0,1,0,0,1,2.0,9627.35,Deficiente,0.0,0.25895903005391574,0
2025-07-01,0.775419621,48,0,0.309569043,10000.0,6,0,1,0,3.0,56937.86,Normal,52314.41,0.05393952699166871,0
2025-07-01,0.582594174,36,0,0.1979934,30000.0,10,0,2,0,0.0,38417.19,Normal,29869.19,0.047227428090989974,0
2025-07-01,0.017163667,48,0,0.454720617,5708.0,10,0,3,0,0.0,37973.11,Normal,33450.32,0.01640264541632448,0
2025-07-01,0.217578242,65,0,0.262941919,3167.0,3,0,0,0,0.0,13218.55,Normal,0.0,0.012583980471209542,0
2025-07-01,0.409455642,51,0,0.566300676,4735.0,21,0,1,0,0.0,10790.28,Normal,6822.24,0.059914124596457646,0
2025-07-01,0.043855055,31,0,0.029451868,7333.0,3,0,0,0,0.0,28632.82,Normal,0.0,0.013405912606600342,0
2025-07-01,0.056055027,35,0,0.33018717,6250.0,11,0,2,0,1.0,26998.96,Normal,23926.75,0.016002722448534776,0
2025-07-01,0.061017833,59,0,0.194961008,5000.0,9,0,0,0,1.0,9294.68,Normal,0.0,0.013046230740935905,0
2025-07-01,0.759252045,45,0,696.0,,12,0,0,0,2.0,8550.03,Normal,0.0,0.07631898406388658,0
2025-07-01,0.490516983,63,0,2.697795071,1541.0,10,0,2,0,0.0,7764.29,Normal,6497.15,0.03780676421173818,0
2025-07-01,0.145554026,66,1,0.399367756,7591.0,15,0,3,0,0.0,27419.98,CPP,25196.41,0.04003993154869833,0
2025-07-01,0.899020196,61,0,0.345663584,4000.0,7,0,1,0,0.0,30478.43,Normal,21396.83,0.04767333262098445,0
2025-07-01,0.013081538,45,0,0.274012726,9900.0,4,0,2,0,0.0,16230.27,Normal,14818.31,0.011594464236836913,0
2025-07-01,0.9999999,42,1,0.410740203,1377.0,2,1,0,1,0.0,2025.37,Dudoso,0.0,0.5209163467912858,1
2025-07-01,0.048235514,54,0,2400.0,,5,0,1,0,0.0,11542.47,Normal,10540.88,0.010412775540140251,0
2025-07-01,0.9999999,29,0,0.067478913,3200.0,1,1,0,0,2.0,6008.39,Dudoso,0.0,0.3397826517616357,0
2025-07-01,0.9999999,47,0,0.102897103,1000.0,2,0,0,1,5.0,3326.4,Deficiente,0.0,0.31568892036057133,1
2025-07-01,0.03935244,82,0,0.210131332,2664.0,3,0,1,0,0.0,7984.25,Normal,7147.9,0.008616328286971764,0
2025-07-01,0.071264232,50,0,0.236190952,4000.0,5,0,0,0,3.0,7401.12,Normal,0.0,0.01458767868205123,0
2025-07-01,0.606262492,60,0,927.0,,2,1,1,0,0.0,11899.45,Dudoso,7167.32,0.1669159482219317,0
2025-07-01,0.002003451,80,0,6345.0,,17,0,6,0,0.0,9621.88,Normal,8254.23,0.02901900301450917,0
2025-07-01,0.372318745,37,1,0.502317369,4530.0,9,0,1,0,3.0,2313.82,CPP,1498.25,0.07950926852979852,0
2025-07-01,0.358718024,50,0,0.361055578,2500.0,8,0,0,0,5.0,26303.42,Normal,0.0,0.038223582376330556,0
2025-07-01,0.154533527,45,1,0.439800458,7416.0,7,0,2,0,1.0,10220.75,CPP,9304.34,0.03807009906527433,0
2025-07-01,0.000118099,70,1,910.0,,22,0,1,0,0.0,4988.94,CPP,3471.95,0.030260118429041232,0
2025-07-01,0.10336164,67,1,0.116965227,948.0,13,0,0,0,0.0,1530.61,CPP,0.0,0.03406164409354425,0
2025-07-01,0.291207128,54,0,0.790116602,1800.0,9,0,0,0,0.0,6245.17,Normal,0.0,0.027792696252846506,0
2025-07-01,0.325620229,65,1,0.879522071,6025.0,21,0,2,0,0.0,12710.53,CPP,11615.12,0.06248319930573865,1
2025-07-01,0.180283261,50,0,0.445818719,5416.0,15,0,2,0,0.0,9108.67,Normal,5629.86,0.02257613618045918,0
2025-07-01,0.009016516,60,0,0.485319516,11000.0,14,0,3,0,1.0,45237.47,Normal,33477.12,0.014253512648158852,0
2025-07-01,0.57089758,47,0,0.370708388,4601.0,7,0,2,0,0.0,15542.1,Normal,10756.67,0.048536657153219635,0
2025-07-01,0.001533282,53,0,0.00313831,4460.0,8,0,0,0,1.0,6964.79,Normal,0.0,0.013245066348890224,0
2025-07-01,0.080779905,54,0,0.326649529,5834.0,16,0,1,0,0.0,34002.33,Normal,20913.21,0.014421832190601301,0
2025-07-01,0.673919723,62,0,0.347011039,4800.0,6,0,1,0,0.0,16234.72,Normal,11872.31,0.03611057178943721,0
2025-07-01,0.777805209,44,4,0.522895421,5000.0,20,0,1,0,3.0,11262.35,CPP,10916.63,0.4034155825418949,1
2025-07-01,0.225548902,22,0,0.26746507,500.0,2,0,0,0,0.0,1027.04,Normal,0.0,0.020328872801086438,0
2025-07-01,0.055217776,74,0,0.483392454,3100.0,12,0,1,0,0.0,17368.91,Normal,13868.83,0.011537699530224408,0
2025-07-01,0.0,62,1,4947.0,,10,0,2,0,0.0,3860.57,CPP,3669.15,0.029704645578343566,1
2025-07-01,0.091613548,32,0,0.103431129,2010.0,6,0,0,0,0.0,5729.2,Normal,0.0,0.015793682921057366,0
2025-07-01,0.774853235,47,0,360.0,,1,0,0,0,0.0,15266.94,Normal,0.0,0.08410211695711936,0
2025-07-01,0.007762596,54,0,0.014750763,9829.0,11,0,0,0,2.0,6247.17,Normal,0.0,0.012637574500092423,0
2025-07-01,0.335842132,43,0,2438.0,0.0,9,0,2,0,1.0,426.86,Normal,297.53,0.02746999157473011,0
2025-07-01,0.029412544,50,0,0.372782279,9750.0,18,0,3,0,2.0,34432.18,Normal,29011.14,0.0179375855707379,0
2025-07-01,1.633587786,35,3,0.450248756,2813.0,4,2,0,2,3.0,6159.27,Perdida,0.0,0.7690322488217551,1
2025-07-01,0.026323613,72,0,0.035588752,18207.0,6,0,0,0,0.0,93321.39,Normal,0.0,0.008173210031539768,0
2025-07-01,0.012258535,67,0,213.0,0.0,3,0,1,0,0.0,300.0,Normal,222.14,0.007574166323231827,0
2025-07-01,0.408963135,58,0,0.179456411,16666.0,13,0,2,0,0.0,79948.14,Normal,78096.1,0.02343170899077888,0
2025-07-01,0.549877805,39,0,0.091462384,5914.0,4,0,0,0,1.0,34652.8,Normal,0.0,0.04565183026584521,0
2025-07-01,0.023113625,67,0,1976.0,,6,0,1,0,0.0,9881.25,Normal,7015.35,0.007729656920075291,0
2025-07-01,0.331515812,50,0,0.001597539,16900.0,6,0,0,0,1.0,124611.04,Normal,0.0,0.024038762552758608,0
2025-07-01,0.00844933,62,0,58.0,,4,0,0,0,2.0,19865.25,Normal,0.0,0.01044730880193615,0
2025-07-01,0.002731527,49,0,0.223991867,8852.0,9,0,1,0,2.0,28565.71,Normal,17654.21,0.01230131300414838,0
2025-07-01,0.072257032,34,1,0.181563687,5000.0,5,0,0,0,0.0,19308.04,CPP,0.0,0.038679695469641444,0
2025-07-01,0.911071453,42,1,0.972676016,6916.0,18,0,3,1,3.0,20183.74,Deficiente,13844.29,0.538579577795137,1
2025-07-01,0.920280171,53,1,0.68003699,8650.0,6,0,4,0,2.0,45456.03,CPP,33140.33,0.24511408786204908,0
2025-07-01,0.036557075,48,0,0.280566549,4800.0,12,0,1,0,2.0,14719.24,Normal,12004.5,0.01576547810327077,0
2025-07-01,1.00049975,33,2,0.07056748,3400.0,7,0,0,0,0.0,3739.93,CPP,0.0,0.27151287984862565,1
2025-07-01,0.007771528,31,0,0.000782473,8945.0,4,0,0,0,0.0,4397.24,Normal,0.0,0.013405912606600342,0
2025-07-01,0.003387042,40,0,1813.0,,5,0,1,0,0.0,19528.27,Normal,12788.58,0.013275340945316296,0
2025-07-01,0.255402858,42,0,0.058321183,4800.0,5,0,0,0,0.0,10949.77,Normal,0.0,0.02325402207992129,0
2025-07-01,0.945494385,36,0,0.125898157,3200.0,4,0,0,0,1.0,10611.67,Normal,0.0,0.08485740970793082,0
2025-07-01,0.260939955,63,0,0.205369894,3500.0,11,0,0,0,0.0,20626.01,Normal,0.0,0.019156604750094418,0
2025-07-01,0.02510692,69,1,0.157450797,3200.0,6,0,1,0,0.0,8095.79,CPP,7733.04,0.02547387245491918,0
2025-07-01,0.036593606,48,0,1.319170207,4000.0,10,0,3,0,7.0,7511.97,Normal,6209.75,0.027572699565854505,0
2025-07-01,0.025991374,59,0,0.149540184,2500.0,9,0,0,0,0.0,2879.83,Normal,0.0,0.013578036944433774,0
2025-07-01,0.007492493,42,0,1.370223979,758.0,7,0,2,0,2.0,1591.15,Normal,996.1,0.013727343383054327,0
2025-07-01,0.324230318,53,0,0.122124908,12216.0,15,0,0,0,1.0,32638.01,Normal,0.0,0.02931849835520883,1
2025-07-01,0.286681281,39,0,0.180234141,3672.0,6,0,0,0,0.0,10583.57,Normal,0.0,0.02325402207992129,0
2025-07-01,0.227271355,42,0,0.440912587,3900.0,13,0,2,0,0.0,5061.54,Normal,3786.63,0.028790668577976335,0
2025-07-01,0.102055392,69,0,59.0,,12,0,0,0,0.0,39119.04,Normal,0.0,0.01065088066080145,0
2025-07-01,0.016946922,58,0,0.181534135,6400.0,9,0,1,0,1.0,54441.18,Normal,43308.97,0.01039166709668954,0
2025-07-01,0.008906192,54,0,0.278960149,7000.0,4,0,1,0,0.0,11146.68,Normal,8162.02,0.010142124506974451,0
2025-07-01,0.60372042,60,0,0.570277719,4716.0,16,0,0,0,0.0,9282.94,Normal,0.0,0.06122049418807356,0
2025-07-01,0.058932457,35,0,0.168958743,2544.0,7,0,0,0,0.0,13342.77,Normal,0.0,0.015485789506286688,0
2025-07-01,0.248553597,68,0,0.242750805,9000.0,12,0,1,0,0.0,21823.45,Normal,20156.26,0.013150068823845925,0
2025-07-01,0.109615628,64,0,0.005384239,14300.0,3,0,0,0,1.0,23405.07,Normal,0.0,0.008275411667655606,0
2025-07-01,0.9999999,40,0,83.0,,2,1,0,0,0.0,2882.47,Dudoso,0.0,0.33773678696499504,0
2025-07-01,0.049266576,51,0,0.152284264,6500.0,16,0,0,0,1.0,10386.3,Normal,0.0,0.016534955599703378,0
2025-07-01,0.985251844,67,0,0.407998096,4200.0,10,0,1,0,0.0,5939.81,Normal,4248.67,0.05739039842940539,1
2025-07-01,0.728096135,42,0,269.0,,5,0,0,2,0.0,15137.09,Deficiente,0.0,0.30955848798130314,1
2025-07-01,0.612359176,53,1,0.276258065,7749.0,12,0,1,0,0.0,34828.9,CPP,28643.72,0.0822113776570387,0
2025-07-01,0.846200461,43,1,0.563628358,4541.0,7,0,1,1,4.0,10379.96,Deficiente,10054.06,0.34104027125845066,1
2025-07-01,0.78550859,40,0,0.556370302,12000.0,12,0,2,0,0.0,7687.23,Normal,5663.29,0.08515689153819149,1
2025-07-01,0.0,52,0,2225.0,,9,0,2,0,0.0,14602.1,Normal,9279.83,0.012903896856440614,0
2025-07-01,0.048123797,52,0,0.094173257,11000.0,7,0,1,0,2.0,37450.39,Normal,23858.85,0.0110300374960734,0
2025-07-01,0.051239149,29,0,0.0249066,3211.0,11,0,0,0,0.0,2189.95,Normal,0.0,0.02005896464309189,0
2025-07-01,0.136027124,83,0,0.591428571,2449.0,16,0,1,0,0.0,11147.7,Normal,9574.3,0.018926595112565982,0
2025-07-01,0.51756641,30,1,224.0,,5,0,0,0,0.0,20791.31,CPP,0.0,0.10495328619076241,0
2025-07-01,0.0,46,0,0.218114073,3488.0,9,0,1,0,0.0,7605.76,Normal,4601.24,0.015968383730272453,0
2025-07-01,0.419454056,40,0,1.31407206,1470.0,5,0,1,0,0.0,3657.32,Normal,2558.68,0.04546553135747281,1
2025-07-01,0.160932207,42,0,0.264412657,6920.0,6,0,1,0,4.0,7728.23,Normal,7726.52,0.017690737620214024,0
2025-07-01,0.833281019,37,0,0.581839727,6750.0,4,0,2,0,0.0,13144.55,Normal,11364.46,0.07672363299792977,0
2025-07-01,0.223488616,62,0,1.609695152,2000.0,4,0,2,0,0.0,4951.81,Normal,3010.5,0.01818313607999246,0
2025-07-01,0.175958001,54,0,0.18119891,5871.0,5,0,2,0,0.0,12568.06,Normal,9566.34,0.013758238642870449,0
2025-07-01,1.035113145,63,0,0.160348306,9416.0,6,0,0,0,0.0,23782.1,Normal,0.0,0.06762111858002884,0
2025-07-01,0.22191777,45,0,0.314210724,8000.0,14,0,1,0,2.0,28045.18,Normal,18727.64,0.02016593113120535,0
2025-07-01,0.21496929,55,3,0.253761284,2990.0,11,0,1,0,1.0,20629.7,CPP,18314.16,0.12358646653684857,1
2025-07-01,0.849819742,57,0,0.671718766,9500.0,6,0,3,0,2.0,13342.05,Normal,12322.79,0.06286117162408021,1
2025-07-01,0.189207195,24,0,0.003807711,2100.0,3,0,0,0,0.0,2721.94,Normal,0.0,0.021885932221964294,0
2025-07-01,0.717065227,44,0,0.269360902,10639.0,6,0,0,0,3.0,18132.21,Normal,0.0,0.05591751089770905,0
2025-07-01,0.634431706,60,1,0.321668089,8200.0,21,0,1,0,0.0,9776.99,CPP,9229.22,0.08463745575088237,0
2025-07-01,0.111046047,57,1,0.519990481,4201.0,9,0,2,0,0.0,13888.0,CPP,10701.16,0.04101690691206002,0
2025-07-01,0.009696676,82,0,0.052899473,5500.0,6,0,0,0,0.0,13853.6,Normal,0.0,0.008210732735022439,0
2025-07-01,0.9999999,44,0,178.0,,6,0,0,0,0.0,5910.51,Normal,0.0,0.08555025618561818,0
2025-07-01,0.617261166,43,1,0.494398531,5444.0,7,0,1,0,3.0,16005.67,CPP,12898.39,0.09872913653359615,0
2025-07-01,0.959667796,54,1,0.210401003,7979.0,6,0,0,0,2.0,11450.49,CPP,0.0,0.1344728427814373,1
2025-07-01,0.027754391,63,0,0.180550072,7598.0,8,0,2,0,0.0,8403.38,Normal,7780.62,0.008308674085655294,0
2025-07-01,0.131434743,62,1,0.21462106,5963.0,5,0,1,0,1.0,27622.09,CPP,22807.49,0.03014501040923441,0
2025-07-01,0.039455909,64,0,1590.0,,6,0,1,0,2.0,14148.1,Normal,10648.29,0.007887292327192073,0
2025-07-01,0.228393865,68,1,0.122225589,26401.0,19,0,2,0,0.0,45479.68,CPP,28492.24,0.03624732031218945,0
2025-07-01,0.656102622,26,1,0.813866334,1600.0,10,0,0,0,0.0,1167.79,CPP,0.0,0.19041530778074872,1
2025-07-01,0.387440837,31,0,0.224048206,3650.0,8,0,0,0,0.0,5386.84,Normal,0.0,0.0357773370395083,0
2025-07-01,0.05004791,81,0,0.010465725,5732.0,6,0,0,0,1.0,35077.03,Normal,0.0,0.008225400459618894,0
2025-07-01,0.262083602,35,0,0.80269955,6000.0,15,0,2,0,1.0,15397.37,Normal,14406.96,0.045845997588730966,1
2025-07-01,0.958388472,48,0,0.2005998,3000.0,7,1,0,2,1.0,5967.03,Dudoso,0.0,0.5214105973312518,1
2025-07-01,0.0,22,0,0.0,1.0,1,0,0,0,0.0,442.34,Normal,0.0,0.01447303747612945,1
2025-07-01,0.274977547,50,0,0.4763702,6093.0,24,1,2,0,1.0,16339.76,Dudoso,11841.58,0.1467513725097721,0
2025-07-01,0.094229751,64,0,3377.0,,7,0,3,0,0.0,34712.06,Normal,20958.37,0.010620245303316787,0
2025-07-01,0.191069478,72,0,0.128876422,12833.0,18,0,1,0,2.0,122642.75,Normal,98240.93,0.013561264704494647,0
2025-07-01,0.022177121,69,0,1515.0,,9,0,1,0,0.0,5773.79,Normal,3786.81,0.008951498046364234,0
