iter	Logloss
556	0.1747436405
557	0.174738397
558	0.1747294934
559	0.1747237038
560	0.1747216012
561	0.1747141088
562	0.1747038746
563	0.1746962932
564	0.1746884499
565	0.1746798407
566	0.1746719725
567	0.1746640163
568	0.1746574907
569	0.1746513091
570	0.1746432056
571	0.1746378309
572	0.1746315763
573	0.1746267335
574	0.1746217408
575	0.1746165456
576	0.1746081792
577	0.174603082
578	0.1745960878
579	0.1745924612
580	0.1745844222
581	0.1745761714
582	0.1745753321
583	0.1745702398
584	0.174559085
585	0.1745519173
586	0.1745468059
587	0.1745390753
588	0.1745286507
589	0.1745230685
590	0.1745169603
591	0.1745076478
592	0.1745042038
593	0.1744991961
594	0.1744897696
595	0.1744787052
596	0.1744703711
597	0.1744601669
598	0.1744551388
599	0.1744479491
600	0.1744403595
601	0.1744346462
602	0.1744269902
603	0.1744221368
604	0.174416061
605	0.1744102343
606	0.1743995446
607	0.1743946532
608	0.1743930667
609	0.1743872163
610	0.1743777844
611	0.174368609
612	0.174360149
613	0.1743542953
614	0.174346209
615	0.1743389615
616	0.1743326057
617	0.1743258196
618	0.1743198239
619	0.1743145274
620	0.1743077455
621	0.1742964362
622	0.1742904768
623	0.1742836371
624	0.1742722922
625	0.1742682344
626	0.1742577064
627	0.1742482486
628	0.1742433924
629	0.1742379526
630	0.1742281907
631	0.1742176082
632	0.1742116179
633	0.1742043716
634	0.1741982284
635	0.1741932278
636	0.1741859316
637	0.1741831804
638	0.1741730348
639	0.174164941
640	0.1741606211
641	0.174148956
642	0.1741429659
643	0.1741406524
644	0.1741337182
645	0.1741324357
646	0.1741277992
647	0.1741208624
648	0.1741126838
649	0.1741090178
650	0.1741032791
651	0.1740923427
652	0.1740892466
653	0.1740770522
654	0.1740707914
655	0.1740657129
656	0.1740598869
657	0.1740545186
658	0.1740454535
659	0.1740411888
660	0.1740358289
661	0.1740285278
662	0.1740230396
663	0.1740178953
664	0.1740127956
665	0.1740058602
666	0.1740032639
667	0.1739993067
668	0.1739905196
669	0.1739891403
670	0.1739850718
671	0.1739834817
672	0.1739769188
673	0.1739756784
674	0.1739714463
675	0.1739656814
676	0.1739584788
677	0.1739447288
678	0.1739384774
679	0.1739312029
680	0.1739272051
681	0.1739220534
682	0.1739179836
683	0.1739120103
684	0.1739039581
685	0.1739000515
686	0.1738953162
687	0.1738906129
688	0.1738864691
689	0.1738836887
690	0.1738813249
691	0.1738771705
692	0.1738722858
693	0.1738660093
694	0.1738605684
695	0.1738567404
696	0.1738498999
697	0.1738470451
698	0.1738417531
699	0.1738332943
700	0.1738277534
701	0.1738234367
702	0.1738146122
703	0.1738093503
704	0.1738033024
705	0.1738016949
706	0.1737950885
707	0.1737894506
708	0.1737858113
709	0.1737824925
710	0.1737780929
711	0.1737703651
712	0.1737628955
713	0.1737588052
714	0.1737541013
715	0.173747586
716	0.1737430379
717	0.1737345881
718	0.1737320153
719	0.1737274001
720	0.1737227021
721	0.1737172153
722	0.1737107227
723	0.1737067247
724	0.1737034431
725	0.1736985495
726	0.173695481
727	0.1736926382
728	0.1736855427
729	0.1736782579
730	0.1736696532
731	0.1736645111
732	0.1736592765
733	0.1736546211
734	0.1736467181
735	0.1736422552
736	0.1736329648
737	0.1736295031
738	0.1736245014
739	0.1736160382
740	0.1736101128
741	0.1736028934
742	0.173598077
743	0.1735924549
744	0.1735880749
745	0.1735838601
746	0.1735783992
747	0.1735683073
748	0.1735622061
749	0.173560354
750	0.1735544655
751	0.1735497142
752	0.1735402339
753	0.1735390911
754	0.173534373
755	0.1735298176
756	0.1735252689
757	0.1735206427
758	0.1735173436
759	0.1735101718
760	0.1735064937
761	0.1735027288
762	0.1734916852
763	0.1734891846
764	0.1734827781
765	0.1734797628
766	0.1734726932
767	0.1734675527
768	0.173464495
769	0.1734619678
770	0.1734559328
771	0.1734521699
772	0.173448885
773	0.173447157
774	0.173445307
775	0.173438428
776	0.1734347896
777	0.1734327011
778	0.1734281722
779	0.1734237781
780	0.1734222841
781	0.173417368
782	0.173412176
783	0.173406642
784	0.1734022384
785	0.1734002455
786	0.1733977767
787	0.1733903143
788	0.1733824849
789	0.1733749214
790	0.1733684707
791	0.1733668099
792	0.1733614154
793	0.1733518677
794	0.173345153
795	0.1733433347
796	0.1733356541
797	0.1733309573
798	0.1733231396
799	0.1733179102
800	0.1733104776
801	0.1733046942
802	0.1732988196
803	0.1732960277
804	0.1732906795
805	0.1732881732
806	0.1732845535
807	0.1732804772
808	0.1732713488
809	0.1732633499
810	0.1732585371
811	0.1732527041
812	0.1732502275
813	0.1732474825
814	0.1732397679
815	0.1732354924
816	0.1732308157
817	0.1732224571
818	0.1732195251
819	0.1732160036
820	0.1732120552
821	0.1732099784
822	0.1732029466
823	0.1732013517
824	0.1731999304
825	0.1731966032
826	0.1731933302
827	0.1731920109
828	0.1731846
829	0.1731812623
830	0.1731775019
831	0.1731695582
832	0.1731651082
833	0.1731570014
834	0.1731510541
835	0.1731474602
836	0.1731460828
837	0.1731438381
838	0.1731390732
839	0.1731341836
840	0.1731306721
841	0.1731269064
842	0.1731243305
843	0.1731186248
844	0.1731155189
845	0.1731134126
846	0.1731087369
847	0.1731040534
848	0.1730959366
849	0.1730916926
850	0.1730843201
851	0.173078636
852	0.1730722394
853	0.1730709886
854	0.173060768
855	0.1730562009
856	0.1730502683
857	0.1730439
858	0.1730386404
859	0.1730322518
860	0.1730254814
861	0.1730212642
862	0.1730133658
863	0.1730068953
864	0.1730025314
865	0.1730008733
866	0.1729974592
867	0.1729896498
868	0.1729871827
869	0.1729803479
870	0.1729763961
871	0.1729727886
872	0.1729701432
873	0.17296689
874	0.1729611641
875	0.172953066
876	0.1729431544
877	0.1729412711
878	0.1729398491
879	0.1729354507
880	0.1729331021
881	0.1729299716
882	0.1729223618
883	0.1729175563
884	0.1729139305
885	0.1729098141
886	0.1729046803
887	0.1729006384
888	0.1728978996
889	0.1728918701
890	0.1728896635
891	0.1728843481
892	0.1728799366
893	0.172875131
894	0.1728725881
895	0.1728717639
896	0.1728682754
897	0.1728612907
898	0.1728578034
899	0.1728536778
900	0.1728449965
901	0.1728431147
902	0.1728382302
903	0.1728288818
904	0.1728257665
905	0.1728217033
906	0.1728186727
907	0.172816119
908	0.1728107498
909	0.172807637
910	0.1727996998
911	0.1727953223
912	0.172790805
913	0.1727888509
914	0.1727850975
915	0.1727799634
916	0.1727727427
917	0.1727670532
918	0.1727652029
919	0.172761836
920	0.1727560351
921	0.1727510427
922	0.1727477596
923	0.1727432916
924	0.1727369738
925	0.1727317338
926	0.1727255597
927	0.1727203482
928	0.1727159857
929	0.1727130754
930	0.1727084509
931	0.1727063832
932	0.1727011213
933	0.1726983755
934	0.1726960998
935	0.1726913961
936	0.172687309
937	0.1726827415
938	0.1726773482
939	0.172674017
940	0.1726710889
941	0.1726654828
942	0.1726592419
943	0.1726542523
944	0.1726512259
945	0.1726457435
946	0.1726442148
947	0.1726431759
948	0.1726415577
949	0.1726411839
950	0.1726368637
951	0.1726312495
952	0.1726304983
953	0.1726246905
954	0.1726202448
955	0.1726172011
956	0.1726097476
957	0.17260661
958	0.172598758
959	0.1725941279
960	0.1725920867
961	0.1725859087
962	0.1725831244
963	0.1725819156
964	0.1725793198
965	0.1725738683
966	0.1725682067
967	0.1725661261
968	0.1725646321
969	0.1725594167
970	0.1725550896
971	0.1725514777
972	0.1725492723
973	0.1725443019
974	0.172538504
975	0.1725373879
976	0.1725347965
977	0.1725313789
978	0.1725261034
979	0.1725197279
980	0.1725171504
981	0.1725153938
982	0.1725119491
983	0.1725080524
984	0.1725021997
985	0.1724998207
986	0.1724959563
987	0.1724907698
988	0.1724847877
989	0.1724766794
990	0.1724736215
991	0.1724713158
992	0.1724662422
993	0.172462677
994	0.1724577526
995	0.1724550215
996	0.1724528584
997	0.1724481518
998	0.1724428689
999	0.1724379524
1000	0.1724345875
1001	0.1724326028
1002	0.1724296312
1003	0.1724259917
1004	0.1724235051
1005	0.1724209598
1006	0.1724185846
1007	0.1724117315
1008	0.1724106878
1009	0.172406223
1010	0.1723998734
1011	0.1723964924
1012	0.1723898748
1013	0.1723831079
1014	0.1723766214
1015	0.1723713813
1016	0.1723661039
1017	0.1723644097
1018	0.1723569166
1019	0.1723550838
1020	0.1723522974
1021	0.1723490168
1022	0.1723475113
1023	0.1723411062
1024	0.1723367153
1025	0.1723341709
1026	0.1723312762
1027	0.1723298818
1028	0.1723278089
1029	0.1723247121
1030	0.1723224681
1031	0.1723209955
1032	0.1723147016
1033	0.1723095884
1034	0.1723074594
1035	0.1723049998
1036	0.1723014522
1037	0.172292753
1038	0.1722864855
1039	0.1722826942
1040	0.1722791328
1041	0.1722730611
1042	0.1722694876
1043	0.1722661737
1044	0.1722651219
1045	0.172258899
1046	0.1722533418
1047	0.1722491168
1048	0.1722448129
1049	0.1722425792
1050	0.1722391974
1051	0.1722353029
1052	0.1722307221
1053	0.1722274066
1054	0.1722221322
1055	0.1722175425
1056	0.1722153807
1057	0.1722133587
1058	0.1722116469
1059	0.1722096237
1060	0.1722060451
1061	0.172197701
1062	0.1721926749
1063	0.1721890937
1064	0.1721831127
1065	0.1721795693
1066	0.172175375
1067	0.1721732053
1068	0.172167532
1069	0.1721645092
1070	0.1721608176
1071	0.172157085
1072	0.1721544671
1073	0.172150156
1074	0.1721464204
1075	0.1721398065
1076	0.172137114
1077	0.172133875
1078	0.172129132
1079	0.1721239141
1080	0.1721199003
1081	0.172114453
1082	0.172108905
1083	0.1721060182
1084	0.1720973943
1085	0.1720938465
1086	0.1720903338
1087	0.1720798816
1088	0.1720773824
1089	0.1720701165
1090	0.1720653976
1091	0.1720602244
1092	0.1720545196
1093	0.1720454996
1094	0.1720409039
1095	0.1720365242
1096	0.1720312433
1097	0.1720294579
1098	0.172023812
1099	0.1720154621
1100	0.1720130669
1101	0.1720078727
1102	0.1720033287
1103	0.1719988975
1104	0.1719937667
1105	0.1719914629
1106	0.1719869103
1107	0.1719845068
1108	0.1719827933
1109	0.1719778692
1110	0.1719738735
1111	0.1719683491
1112	0.1719624175
1113	0.1719583888
1114	0.1719538776
1115	0.1719512437
1116	0.1719469129
1117	0.1719422177
1118	0.17193926
1119	0.1719350414
1120	0.1719315518
1121	0.1719285388
1122	0.1719276273
1123	0.1719252942
1124	0.1719245775
1125	0.1719181096
1126	0.1719163509
1127	0.1719141877
1128	0.1719117578
1129	0.1719096266
1130	0.1719036951
1131	0.1719025011
1132	0.1718965798
1133	0.171893431
1134	0.1718893801
1135	0.1718841446
1136	0.1718818192
1137	0.1718807328
1138	0.1718764195
1139	0.1718696073
1140	0.1718646503
1141	0.1718611283
1142	0.1718571029
1143	0.1718517888
1144	0.1718492944
1145	0.1718424934
1146	0.1718376838
1147	0.1718348581
1148	0.1718307364
1149	0.1718256928
1150	0.1718205627
1151	0.1718178531
1152	0.1718133525
1153	0.1718068548
1154	0.171804838
1155	0.171799785
1156	0.1717969241
1157	0.1717944656
1158	0.1717937465
1159	0.1717870059
1160	0.1717827817
1161	0.17177703
1162	0.1717748559
1163	0.1717712947
1164	0.1717654563
1165	0.1717600794
1166	0.1717579747
1167	0.1717533494
1168	0.1717528596
1169	0.1717466109
1170	0.1717434092
1171	0.1717422551
1172	0.1717370582
1173	0.1717347502
1174	0.1717307326
1175	0.1717249687
1176	0.1717183014
1177	0.1717180436
1178	0.1717137733
1179	0.171709939
1180	0.1717067574
1181	0.1717045595
1182	0.1716990214
1183	0.1716982706
1184	0.171692684
1185	0.1716890929
1186	0.1716819647
1187	0.171677958
1188	0.1716774082
1189	0.1716724992
1190	0.1716682098
1191	0.1716659822
1192	0.171661874
1193	0.1716588196
1194	0.1716540284
1195	0.1716499907
1196	0.171645182
1197	0.1716374174
1198	0.1716369079
1199	0.1716315551
1200	0.1716278762
1201	0.1716245214
1202	0.1716204342
1203	0.1716152593
1204	0.1716131278
1205	0.171611423
1206	0.1716094926
1207	0.1716046992
1208	0.1716031138
1209	0.1715985315
1210	0.1715941718
1211	0.1715906847
1212	0.1715893114
1213	0.1715884765
1214	0.1715831566
1215	0.1715793834
1216	0.1715759491
1217	0.1715688565
1218	0.1715635747
1219	0.1715585789
1220	0.1715527187
1221	0.1715472329
1222	0.1715414898
1223	0.1715384434
1224	0.1715331364
1225	0.1715275378
1226	0.1715238802
1227	0.1715201829
1228	0.1715151825
1229	0.1715101525
1230	0.1715055653
1231	0.1715029807
1232	0.1714981131
1233	0.1714899458
1234	0.1714842906
1235	0.1714774658
1236	0.1714738967
1237	0.1714717974
1238	0.1714670315
1239	0.1714633565
1240	0.1714584853
1241	0.1714553039
1242	0.1714491939
1243	0.1714473162
1244	0.1714418889
1245	0.1714367128
1246	0.1714355801
1247	0.1714304526
1248	0.1714250919
1249	0.1714179793
1250	0.1714155402
1251	0.1714130923
1252	0.1714100183
1253	0.1714039859
1254	0.1713992034
1255	0.1713940205
1256	0.1713917146
1257	0.1713876078
1258	0.1713825535
1259	0.171380515
1260	0.1713767061
1261	0.1713719978
1262	0.1713704791
1263	0.1713676993
1264	0.1713614333
1265	0.1713583842
1266	0.1713562844
1267	0.1713534869
1268	0.1713471638
1269	0.1713425868
1270	0.171338729
1271	0.1713334213
1272	0.1713272162
1273	0.1713229363
1274	0.1713175457
1275	0.1713129731
1276	0.1713115965
1277	0.171306169
1278	0.1712993549
1279	0.1712941153
1280	0.1712899198
1281	0.1712880544
1282	0.1712834253
1283	0.1712794641
1284	0.1712756549
1285	0.1712738031
1286	0.1712714488
1287	0.1712686139
1288	0.1712655597
1289	0.1712650793
1290	0.1712605647
1291	0.1712597559
1292	0.1712562106
1293	0.1712520657
1294	0.1712470526
1295	0.1712423971
1296	0.1712403745
1297	0.1712354493
1298	0.1712312695
1299	0.1712293505
1300	0.1712247731
1301	0.1712208125
1302	0.1712173478
1303	0.1712150291
1304	0.1712086393
1305	0.1712036814
1306	0.1711975745
